Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7,Attribute 8,Attribute 9,Attribute 10,Attribute 11,Attribute 12,Attribute 13,Attribute 14,Attribute 15,Attribute 16,Attribute 17,Attribute 18,Attribute 19,Attribute 20,Attribute 21,Attribute 22,Attribute 23,Attribute 24,Attribute 25,Attribute 26,Attribute 27,Attribute 28,Attribute 29,Attribute 30,Attribute 31,Attribute 32,Attribute 33,Attribute 34,Attribute 35,Attribute 36,Attribute 37,Attribute 38,Attribute 39,Attribute 40,Attribute 41,Attribute 42,Attribute 43,Attribute 44,Attribute 45,Attribute 46,Attribute 47,Attribute 48,Attribute 49,Attribute 50,Attribute 51,Attribute 52,Attribute 53,Attribute 54,Attribute 55,Attribute 56,Attribute 57,Attribute 58,Attribute 59,Attribute 60,Class
0.6,1,1,1,1,0.25,0.25,1,1,0,1,1,0.75,0,0.75,0.5,0.75,0.9,0.947385222,0.75,1,0.5,1,0.8,0.028287897,0.25,0,0,0,0.645033778,0.84520599,0.005290432,0.159717744,0.764543893,1,1,0.014979171,0.026695287,0.530518833,0.011228136,0.175413789,0.017717324,0.088019434,0.05480949,0.001333516,0.211361045,0.132038914,0.010189534,0.447858675,0.950006989,0.25,0.019183919,0.10715689,0.055256346,0.666666667,0.484848485,0.101917107,0.12371067,0.627272727,1,Bad
0.6,1,1,0.956521739,1,1,0.25,1,1,0,1,1,0.5,0,0.75,0.5,0.75,0.9,0.969774489,0.5,0,0,0,0,0,0,0.5,0.75,0.75,0.014974037,0.831964286,0.006145134,0.041058919,0.970018342,0.653418529,0.661222503,0.022884395,0.009803784,0.046384088,0.055784519,0.047378473,0.025075919,0.019643538,0.009134915,0.000913713,0.02760491,0.042114635,0.021901642,0.018458482,0.953744495,0.5,0.030825236,0.357189632,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Bad
0,1,1,0.826086957,1,0.25,0.25,1,1,0,1,0.6,1,0,1,1,0.75,0.95,0.969774489,0.5,0,0,0,0,0,0,0.25,0.75,1,0.020589211,0.908256881,0.002390621,0.052380002,0.85661435,1,0.79391847,0.058652938,0.033962301,0.025382809,0.332872928,0.042909434,0.089282576,0.075505683,0.146158639,0.000493569,0,0.025485173,0.043129837,0.005069923,0.924895087,1,0.007057548,0.047625284,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0,Bad
0.6,1,1,1,1,0.25,0.25,1,1,0,1,0.6,0.25,0,1,0.5,0.5,0.8,0.947385222,0.75,0.8,1,1,0.6,0.072740307,1,0,0,0,1,0.826436161,0.006538437,0.159839644,0.816685663,1,1,0.015929132,0.028430424,0.584680026,0.010756707,0.193637919,0.017067546,0.093925513,0.060290439,0.001406188,0.393416791,0.264804024,0.026293682,0.191775347,0.934195791,0.5,0.033735565,0.083344247,0.067590566,0.710526316,0.575757576,0.146659408,0.186568488,0.687878788,0.738317757,Bad
0.4,1,1,0.913043478,1,0.25,0.25,1,1,0,1,0.6,0.5,1,1,1,0.5,0.9,0.919398639,0.5,1,0.875,1,0.6,0.101028204,1,0,0,0,0.023718867,0.880651382,0.003470993,0.138985898,0.956967436,1,1,0.01293703,0.019897931,0.352560627,0.013006372,0.129551905,0.018053901,0.062278884,0.639444048,0.002419846,0.293477396,0.23803805,0.04352512,0.069860617,0.704663009,0.75,0.087091599,0.190501137,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Bad
1,1,1,1,0,0.25,0.25,1,1,0,1,0.6,1,0,0.75,0.5,0.75,0.9,0.924995955,0.5,1,1,1,0.8,0.060616923,1,0,0,0,0.093538783,0.958078205,0.000919734,0.097575243,1,1,1,0.02341487,0.025222057,0.141384589,0.044742572,0.067994879,0.04275162,0.080921932,0.02358635,0.001979045,0.043780122,0.180793533,0.013995969,0.087356555,0.941272939,0.5,0.242309152,0.154782174,0.067590566,0.710526316,0.575757576,0.146659408,0.186568488,0.687878788,0,Bad
0.6,1,1,0.782608696,1,0.25,0.25,1,1,0,1,0.6,0.5,0,1,0.5,0.25,0.7,0.947385222,0.5,0,0,0,0,0,0,0.5,0.75,1,0.160956574,0.804073356,0.008404705,0.162252215,0.754051437,1,1,0.024229543,0.044076642,0.61526452,0.016571154,0.224037539,0.022613185,0.096027165,0.071069638,0.001538971,0,0.119970987,0,0,0.938491339,0.5,0.007057548,0.095250569,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Bad
0.4,1,0.8,1,1,0.25,0.25,1,1,0,1,1,0.5,0,0.75,0.5,0.75,0.9,0.947385222,0.5,1,0.5,1,0.6,0.121233845,1,0,0,0,0.028747439,0.849459384,0.005039139,0.038118809,0.831311,1,0.930332404,0.127519209,0.054181804,0.131494534,0.103690608,0.0400655,0.150572208,0.191992885,0.822142347,0.001289632,0,0.282210852,0.001405453,0.782298946,0.897654356,1,0.048287211,0.476252843,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0.503235083,Bad
0.8,0,0.8,0.869565217,0,1,0.25,1,1,0,1,1,0.5,0,0.75,0.25,0.5,0.6,0.980969123,0.5,1,0.4375,1,0.6,0.484935381,1,0,0,0,0.015432702,0.838825794,0.005687831,0.031880218,1,1,0.843933962,0.068825675,0.023985799,0.109387924,0.055434907,0.035190185,0.077284424,0.053561229,0.10961898,0.002872449,0.116566046,0.132728485,0.029221709,0.032370203,0.945794115,0.75,0.001721945,0.071437926,0.848396903,0.236842105,0.575757576,1,1,0.221212121,0.503235083,Bad
0.6,1,1,1,1,0.25,0.25,1,1,0,1,1,0.5,1,0.75,0.5,0.75,0.9,0.62274085,0.5,0,0,0,0,0,0,0.25,0.75,1,0.011662263,0.920023545,0.001995535,0.280746865,0.238650312,1,0.122914177,0.092294373,0.292598995,1,0.065467303,0.225408721,0.146369946,0.629773864,0.041289816,0.006873134,0.393957772,0.214625394,0.304749044,0.031086025,0.378461458,1,0.028885017,0.190501137,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Bad
0.4,0,0.8,1,1,0.25,0.25,1,1,0,1,0.6,1,0,1,0.75,0.75,0.933333333,0.969774489,0.5,0,0,0,0,0,0,0.25,0.75,1,0.012678049,0.824776203,0.006661202,0.123723963,0.901603706,0.073536772,0.680254946,0.01257919,0.017104506,0.028330356,0.15410177,0.150991346,0.013440802,0.026628475,0.05480949,0.000552536,0.007560063,0.007540238,0.197063972,0.001056121,0.907671559,1,0.002207,0.011906321,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0,Bad
0.6,1,1,1,1,0.25,0.25,1,1,0,1,0.6,0.5,0,1,0.75,0.75,0.933333333,0.936190589,0.5,0.8,1,1,0.8,0.072740307,1,0,0,0,0.020879603,0.792429857,0.009597325,0.087053704,0.908452479,1,1,0.027205208,0.026124965,0.584680026,0.00975702,0.129078553,0.023516016,0.085036713,0.145245148,0.002726969,0.087923256,0.197668473,0,0,0.952711083,1,0.218056409,0.833442475,0.161916156,0.394736842,0.484848485,0.206364854,0.16492193,0.136363636,0.503235083,Bad
0.4,1,1,0.826086957,1,0.25,0.5,1,1,0,1,0.6,0.5,0,1,0.5,0.5,0.8,0.835438887,0.5,0,0,0,0,0,0,0.5,0.75,1,0.077685678,0.94553453,0.001244454,0.036810807,0.913506402,1,1,0.134361112,0.055146263,0.529793979,0.024858374,0.025944609,0.232391766,0.174446664,0.165880373,0.200122665,0.218812663,1,0.002020339,1,0.929785139,0.5,0.006572493,0.10715689,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Bad
0,0,1,1,1,1,1,1,1,0,1,0.6,0.5,1,0.75,0.25,0.5,0.6,0.969774489,0.5,1,0.8125,0.5,0,0.080822564,1,0,0,0,0.051643973,0.914958108,0.002161427,0.024755088,0.773281984,1,0.921214535,0.064931208,0.017330412,0.036436114,0.121957781,0.019099749,0.10127081,0.03741732,0,0.001653599,0.01581082,0.080192395,0,0,0.989168124,0.5,0.048287211,0.154782174,0.091508346,0.675438596,0.575757576,0.17938117,0.144174355,0.618181818,0.503235083,Bad
0.4,1,1,0.652173913,1,0.25,0.25,1,1,0,1,0.6,1,0,1,0.75,0.5,0.866666667,0.891412055,0.5,0,0,0,0,0,0,0.75,0.75,0.25,0.321725367,0.993966772,0.000118835,0.377202881,1,1,1,0.008799709,0.03808918,0.233335041,0.040348709,0.239124526,0.018379972,0.186685641,0.010797469,0.001633667,0.048824088,0.085255027,0.242940591,0.008099046,0.971715523,0.25,0.005602384,0,0.228510459,0,0.575757576,0.166051172,0.122237994,0.154545455,0,Bad
0.8,0.5,1,0.913043478,1,0.25,0.5,1,1,0,1,0.6,1,0,0.25,0.25,1,1,0.980969123,0.5,0,0,0,0,0,0,0.25,1,1,0.058665066,0.904280573,0.002532173,0.123820834,1,1,1,0.012393285,0.016858764,0.060753384,0.071320944,0.104736552,0.019037938,0.057662123,0.025577762,0.000948784,0.015136872,0.050599666,0.063172181,0.008219866,0.932128968,0.5,0.006087438,0.011906321,0.114616236,1,0.606060606,0.440905145,0.231807428,0.166666667,0,Bad
0.2,1,1,0.652173913,1,0.25,0.25,1,1,0,1,0.6,0,1,1,0.75,0.75,0.933333333,0.941787906,0.5,0,0,0,0,0,0,0.25,0.75,0.75,0.025080913,0.824034123,0.006716811,0.203763501,0.85165911,1,1,0.028940252,0.066434862,0.67264591,0.023418036,0.250475559,0.03027602,0.145894732,0.098736738,0.001544977,0.059007123,0.11735064,0,0,0.930530418,1,1,0.023812642,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.777857656,Bad
0.6,0,1,1,1,0.25,0.25,1,1,0,1,1,0.25,0,0.5,0.25,0.75,0.8,0.97313288,0.5,1,1,1,0.8,0.168393811,1,0,0,0,0.102736821,0.873652464,0.003785973,0.03653256,0.966380282,1,0.883149648,0.05863717,0.023403391,0.062964045,0.094724536,0.034183514,0.07762064,0.051545323,0,0.005134419,0.029601322,0.078750732,0.034931361,0.015589917,0.995098184,0.75,0.145298181,0.202407458,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.738317757,Bad
0.8,1,1,1,0.75,1,1,0,0.75,0,1,0.6,1,0,0.75,0.5,0.75,0.9,0.98992483,0.5,1,0.875,1,0.8,0.052534666,0.25,0,0,0,0.004909647,1,0,0.017485,1,1,1,0.040255195,0.007069463,0.009095028,0.198407819,0.009669131,0.082706811,0.018090617,0.014615864,0.004840504,0.009180817,0.081030353,0,0,0.997974513,0.5,0.938023329,0.381002274,0.091508346,0.675438596,0.575757576,0.17938117,0.144174355,0.618181818,0,Bad
0.6,1,1,0.956521739,1,0.25,0.25,1,1,0,1,0.6,1,0,0.75,0.5,0.75,0.9,0.891412055,0.5,1,0.75,1,0.6,0.028287897,0.25,0,0,0,0.046578016,0.903474903,0.00256138,0.174927807,1,0.157760702,0.424689063,0.604487795,1,0.308347409,0.978247363,0.148947533,0.966483725,0.250046595,0.025577762,0.001897736,1,0.181166726,0.105350409,0.025124515,0.830039954,0.75,0.00123689,0,0.091508346,0.675438596,0.575757576,0.17938117,0.144174355,0.618181818,0,Bad
0.4,1,1,1,1,0.25,0.25,1,1,0,1,1,0.5,0,0.75,0.5,0.75,0.9,0.964177173,0.5,0,0,0,0,0,0,0.5,0.75,1,0.038575114,0.956495258,0.00095928,0.065302635,0.929707294,1,1,0.031657537,0.022642269,0.02759347,0.207053587,0.045318652,0.057267279,0.048776725,0.03653966,0.000784195,0,0.026212365,0.052096919,0.004523879,0.938157203,1,0.096792696,0.833442475,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0.503235083,Bad
0.6,1,1,0.913043478,1,0.75,0.25,0,0.5,0,1,1,0.5,0,0.75,0.5,0.75,0.9,0.969774489,0.5,1,0.4375,1,0.8,0.080822564,1,0,0,0,0.04327785,0.87244898,0.003842069,0.058215611,1,1,1,0.038867402,0.024826136,0.032014792,0.195908254,0.055503997,0.051353159,0.054426676,0.006698938,0.000331408,0.007116891,0.024775242,0,0,0.988811597,1,0.014333371,0.178594816,0.092168417,0.789473684,0.939393939,0.104182912,0.11294062,0.533333333,0.503235083,Bad
0.2,1,0.8,1,1,0.25,0.25,1,1,0,1,0.6,0.75,0,0.75,0.75,1,1,0.947385222,0.5,0,0,0,0,0,0,0.25,0.75,0.75,0.017927425,0.868739719,0.004018725,0.05788202,0.842630032,1,0,0.034679341,0.021937811,0.015434835,0.349573079,0.056107527,0.045133214,0.04578956,0.005480949,0.000239271,0,0.011742762,0.046131064,0.00286498,0.957275318,0.25,0.009482822,0.095250569,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,1,Bad
0,1,1,1,1,0.25,0.25,1,1,0,1,0.6,0.5,1,0.75,0.5,0.75,0.9,0.963057709,0.5,0,0,0,0,0,0,0.5,0.75,1,0.030176244,0.824989846,0.006645276,0.032249417,0.97300976,1,1,0.045201145,0.015643923,0.054121401,0.074536715,0.038421503,0.047310917,0.032826596,0,0.004855089,0.007049496,0.060424873,0.000161041,1,0.989574599,0.5,0.009482822,0.059531605,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Bad
0,1,1,1,1,0.25,0.25,1,0.75,0,1,1,0.25,0,0.75,0.5,0.75,0.9,0.969774489,0.75,1,1,1,0.8,0.101028204,1,0,0,0,0.080476348,0.922183796,0.001926617,0.104596141,0.834223696,1,0,0.017484856,0.020102011,0.038646774,0.132764105,0.082533806,0.028445373,0.043706654,0.12788881,0.000531477,0.004286309,0.019963055,0.029221709,0.011502621,0.941774143,0.5,0.006426977,0.035718963,0.126164486,0.824561404,0.212121212,0.186237439,0.225863497,0.666666667,0.738317757,Bad
0.4,0,1,0.695652174,1,0.25,0.25,1,1,0,1,1,0.75,1,0.75,0.5,0.75,0.9,0.499599881,0.5,1,1,1,0.8,0.101028204,1,0,0,0,0.016051483,0.840876945,0.005557279,0.072480435,1,1,1,0.383454467,0.313371073,0.087281315,0.901117529,0.080693124,0.505797706,0.308756419,0.050242032,0.001437051,0.036366234,0.046653438,0.052645924,0.014255982,0.99620049,0.75,0.067689405,0.142875853,0.053698378,0.394736842,1,0.03816558,0,0.433333333,1,Bad
0.8,1,1,1,1,0.25,0.25,1,1,0,1,1,0.25,0,1,0.75,0.5,0.866666667,0.948504686,0.5,0,0,0,0,0,0,0.25,0.75,1,0.002376569,0.859821429,0.004468184,0.031371806,0.847218372,1,1,0.026146063,0.008420448,0.087281315,0.025081065,0.031127423,0.032802043,0.020569736,0.005480949,0.001437051,0,0.23972639,0.014581574,0.051933562,0.851667538,0.75,0.003662164,0.047625284,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.738317757,Bad
1,0.5,1,0.869565217,1,0.25,0.25,1,1,0,1,0.6,0.5,1,0.75,0.75,1,1,0.958579856,0.5,0,0,0,0,0,0,0.5,0.75,1,0.105155956,0.951737452,0.001080582,0.124352523,1,1,1,0.017904253,0.024673153,0.127073212,0.048873378,0.088818649,0.032193113,0.053038072,0.913491497,0.001128811,0.053349724,0.061878521,0.03800579,0.028858831,0.708510745,0.5,0.0172437,0.071437926,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Bad
0.6,1,1,1,1,1,0.25,1,1,0,1,0.6,0.25,0,0.75,0.5,0.75,0.9,0.947385222,0.5,0,0,0,0,0,0,0.25,1,0.75,0.024714418,0.84168956,0.005506303,0.07494436,0.338767233,1,1,0.067358103,0.056359062,0.104966603,0.135327725,0.083130782,0.076751154,0.123898528,0.027404745,0.002616405,0.026930962,0.054537709,0.023365655,0.038891323,0.974498845,0.5,0.072539953,0.166688495,0.114616236,1,0.606060606,0.440905145,0.231807428,0.166666667,0.738317757,Bad
0.4,1,1,1,1,0.25,0.25,1,1,0,1,0.6,0.5,1,0.75,0.5,0.75,0.9,0.980969123,0.5,0,0,0,0,0,0,0.5,0.75,0.75,0.039340152,0.938423645,0.001440776,0.155475775,1,1,1,0.003186262,0.005262627,0.067385367,0.021240745,0.116445434,0.006018702,0.018191058,0.07307932,0.000942144,0.018124708,0.050450786,0.058501978,0.009872341,0.811736512,0.5,0.014333371,0.047625284,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Bad
0.4,1,1,1,1,1,1,1,1,0,1,0.6,1,0,0.75,0.5,0.75,0.9,0.969774489,0.5,1,1,1,0.6,0.028287897,0.25,0,0,0,0.030814921,0.910473557,0.002313536,0.05565125,0.870311897,1,0.676714026,0.039204169,0.023902729,0.041299568,0.147087414,0.045278024,0.060371696,0.051636971,0.016442847,0.001024278,0.044371919,0.039234605,0.03368695,0.010628423,0.97139861,0.5,0.007041541,0.023812642,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0,Bad
0.6,1,1,1,1,0.25,0.25,1,0.75,0,1,0.6,0.75,1,1,0.5,0.5,0.8,0.960068742,0.5,1,1,1,0.8,0.113151589,0.75,0,0,0,0.005569085,0.854483593,0.00475532,0.09534228,0.798990187,1,1,0.009783229,0.009942999,0.044210124,0.059334384,0.058453075,0.020697236,0.035648933,0.184105076,0.00213787,0.213713704,0.066064019,0.011712108,0.033045999,0.882831788,1,0.002207,0,0.053698378,0.394736842,1,0.03816558,0,0.433333333,1,Bad
0.8,1,1,1,0,0.25,0.25,0,1,0,1,1,0.5,0,0.75,0.5,0.75,0.9,0.947385222,0.5,0,0,0,0,0,0,0.25,0.75,1,0.024209969,0.904740948,0.002515564,0.02125033,1,1,0.478599566,0.115055596,0.02684108,0.029804131,0.226583375,0.016903732,0.172263431,0.057263247,0,0.001344914,0,0.073896119,0.014230211,0.018472735,0.881693313,0.5,0.002207,0.035718963,0.16006967,0.570175439,0.151515152,0.335353922,0.452271114,0.63030303,0.503235083,Bad
0.6,1,1,0.826086957,1,0.25,0.25,1,1,0,1,0.6,1,0,0.75,0.5,0.75,0.9,0.958579856,0.5,0,0,0,0,0,0,0.25,0.75,1,0.145252969,1,0,0.096860316,1,1,1,0.018481941,0.019633515,0.122219573,0.040498014,0.059404249,0.038398864,0.032182353,0,0.002019521,0.083095211,0.178588803,0.023512056,0.044970497,0.983954562,0.5,0.001721945,0,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0,Bad
0.6,1,1,1,1,0.25,0.25,1,1,0,1,1,0.25,0,1,0.5,0.5,0.8,0.936190589,0.5,0,0,0,0,0,0,0.25,0.75,1,0.00739092,0.950460401,0.00111378,0.040120293,1,1,1,0.074595668,0.033038022,0.054121401,0.154485997,0.027914753,0.131422975,0.070573119,0.002588835,0.003417997,0.016957928,0.082466078,0.004436693,0.105954469,0.953313907,0.5,0.01219913,0.011906321,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.738317757,Bad
0.4,1,1,0.739130435,1,1,0.25,1,1,0,0,0,0.5,0.5,0.75,0.75,1,1,0.947385222,0.5,0,0,0,0,0,0,0.75,0.5,0.75,0.06849856,0.95142744,0.001088616,0.063522515,0.877987246,1,1,0.037950305,0.026517164,0.057805837,0.116606197,0.044794556,0.067405944,0.040565026,0.027404745,0.00164765,0.103461503,0.055474191,0.03481424,0.014365489,0.965800964,0.25,0.072539953,0.119063211,0.848396903,0.236842105,0.575757576,1,1,0.221212121,0.503235083,Bad
0,0,1,1,1,0.25,0.25,1,1,0,0,0,0,0.5,0.5,0.25,0.75,0.8,0.947385222,0.5,1,0.8125,1,1,0.134704138,1,0,0,0,0.017605733,0.850459681,0.004981537,0.182612916,0.829961488,1,0.572876555,0.020415306,0.041867869,0.590129305,0.016412067,0.195619085,0.024607747,0.091015,0.027550904,0.001980678,0.106353658,0.131779768,0,0,0.947292562,0.25,0.00123689,0.178594816,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.950395399,Bad
0,1,0.8,1,0.75,0.25,0.25,1,1,0,1,1,1,1,1,0.5,0.5,0.8,0.947385222,0.5,0,0,0,0,0,0,0,0.75,1,0.031845296,0.897165669,0.002796501,0.082701311,0.946919195,1,0.572965078,0.015899602,0.014207563,0.062964045,0.058287293,0.071522088,0.023600558,0.028248022,0,0.001937224,0.013897121,0.037891797,0.057769972,0.00933992,0.985582185,1,0.009482822,0.059531605,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0,Bad
0.6,0,0.8,0.913043478,1,1,0.25,1,1,0,1,1,1,0,0.25,0.25,1,1,0.921264448,1,1,1,1,0.6,0.048493538,0.5,0,0,0,0.023681982,0.88399821,0.003326835,0.467705421,0.350271823,1,1,0.01526246,0.081567301,0.910752514,0.020994132,0.43278683,0.021503146,0.178208332,0.13395622,0.001709884,0.04840409,0.091910231,0.199779278,0.039177965,0.90078933,0.5,0.024931819,0.190501137,0.272911038,0.666666667,0.696969697,0.362528874,0.22661462,0.3,0,Bad
0.6,0.75,1,0.608695652,1,0.25,0.25,1,1,0,1,1,1,1,0.75,0.5,0.75,0.9,0.891412055,0.5,1,0.75,1,0,0.067325195,1,0,0,0,0.010924386,0.829438816,0.006321919,1,0,1,0.96273182,0.002780588,0.332493991,1,0.049087561,1,0.00336813,1,1,0.000283336,0.012027521,0.005534018,1,0.000979721,0,1,0.008512713,0.452440201,0.126164486,0.824561404,0.212121212,0.186237439,0.225863497,0.666666667,0,Bad
0.6,1,1,1,1,1,0.25,1,1,0,1,1,1,0,0.75,0.5,0.75,0.9,0.947385222,0.5,1,1,1,0.8,0.101028204,1,0,0,0,0.035468074,0.829906148,0.006288846,0.339496654,0.722827103,1,0.996990218,0.010984315,0.042550367,0.569232811,0.017390905,0.404955832,0.012120018,0.093084457,0.085259206,0.001900237,0.021533714,0.061088078,0.088953458,0.055110977,0.93468494,0.5,0.014333371,0.035718963,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0,Bad
0.4,1,1,1,1,0.25,0.25,1,1,0,1,1,0.5,1,0.75,0.5,0.75,0.9,0.95204969,0.5,1,0.875,1,0.6,0.1683534,1,0,0,0,0.599363275,0.987184853,0.000257389,0.276095513,0.937437467,1,0.841897933,0.007758105,0.024367748,0.536671838,0.00997734,0.178151574,0.015981373,0.080313901,0.010505152,0.001780324,0.118512564,0.264071265,0.021901642,0.211295231,0.944229082,0.5,0.019183919,0.047625284,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0.503235083,Bad
0.6,1,1,1,1,0.25,0.25,1,0.75,0,0,0,0.75,0.5,0.75,0.5,0.75,0.9,0.992163757,0.5,1,1,1,0.8,0.046109273,1,0,0,0,0.002113644,1,0,0.068447381,1,1,1,0.005901859,0.003855486,0.025178323,0.044940422,0.041601224,0.012798759,0.014442869,0.064748277,0.000239503,0.06221977,0.053181794,0,0,0.96386504,0.5,0.014333371,0.047625284,0.092168417,0.789473684,0.939393939,0.104182912,0.11294062,0.533333333,1,Bad
0,0.5,1,0.913043478,1,0.25,0.25,1,1,0,1,1,1,1,1,1,1,1,0.934511394,0.5,0,0,0,0,0,0,0.75,0.75,0.75,0.010111185,0.839846252,0.005622541,0.01581018,1,1,0.620324879,0.857918456,0.153395783,0.045831423,0.83293314,0.016745244,1,0.056186384,0.037763738,0.007305026,0.118924864,0.228390849,0.020584029,0.019420462,0.924061468,1,0.003662164,0.095250569,0.16006967,0.570175439,0.151515152,0.335353922,0.452271114,0.63030303,0,Bad
0.4,0.5,1,0.739130435,1,0.25,0.25,1,1,0,0,0,0,0.5,0.25,0.25,1,1,0.947385222,0.5,0,0,0,0,0,0,0.75,1,1,0.012029406,0.856913919,0.004622811,0.242361521,1,1,0.389811003,0.013355793,0.036578317,0.153601143,0.059693621,0.252141698,0.016762452,0.085260625,0.170518413,0.000607819,0.178753066,0.025987787,0.256875803,0.004966638,0.764371812,0.5,0.002207,0,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.433501078,Bad
0,1,1,1,1,0.5,0.25,1,1,0,1,1,0.5,1,1,0.75,0.75,0.933333333,0.952982539,0.5,1,1,1,0,0.028287897,0.25,0,0,0,0.021725391,0.859633854,0.004478035,0.046693524,0.850991383,1,0.807462488,0.059991278,0.030882747,0.054121401,0.144579608,0.046972196,0.07457849,0.066608204,0.003653966,0.001417654,0.015473846,0.049557845,0.026293682,0.017878827,0.990843973,0.75,0.096792696,0.357189632,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0.503235083,Bad
0,1,1,1,1,0.25,0.25,1,1,0,0,0,1,0.5,0.75,0.5,0.75,0.9,0.98656644,0.5,0,0,0,0,0,0,0.25,0.5,1,0.013734895,1,0,0.037466777,0.88754061,0.663104281,1,0.047581923,0.019336277,0.175707753,0.02721505,0.023662188,0.091874012,0.067310487,0.005328761,0.010368919,0.172814783,0.31150935,0.011653547,0.130186996,0.970188365,0.5,0.096792696,0.178594816,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0,Bad
0.6,1,0.8,0.913043478,1,0.5,0.25,1,1,0,0,0,1,0.5,0.75,0.5,0.75,0.9,0.947385222,0.5,1,1,1,0.8,0.101028204,1,0,0,0,0.027189542,0.836309524,0.005851767,0.067293227,0.997975732,1,1,0.041102363,0.030544807,0.054121401,0.143026318,0.076630362,0.045733335,0.065320621,0.076112111,0.000538716,0.007470714,0.030328147,0.011653547,0.040521603,0.959559158,0.5,0.005602384,0.023812642,0.091508346,0.675438596,0.575757576,0.17938117,0.144174355,0.618181818,0,Bad
0.4,1,1,0.695652174,1,0.25,0.25,1,0.75,0,0,0,0.75,0.5,0.75,0.75,1,1,0.969774489,0.5,1,1,1,0.8,0.060616923,1,0,0,0,0.004383725,0.850237052,0.004994309,0.211589442,0,0,1,0.008329637,0.019806447,0.044173427,0.114671632,0.227098506,0.010300521,0.119750421,0.01826983,0.00193379,0.027638608,0.00775713,0.248033748,0.001342354,0.942406247,0.75,0.003177109,0,0.092168417,0.789473684,0.939393939,0.104182912,0.11294062,0.533333333,1,Bad
0.6,0,1,1,1,0.5,0.25,1,1,0,1,0.6,0,0,0.25,0.25,1,1,0.913801322,0.5,1,1,1,0.6,0.101028204,1,0,0,0,0.067662521,0.892685687,0.002970662,0.414925746,0.869012991,1,0.953436905,0.007077898,0.033937702,0.684159768,0.010945014,0.370413013,0.010627082,0.069895446,0.079234425,0.000922943,0.248819118,0.080535224,0.043861844,0.134534409,0.947302896,0.25,1,0.416721237,0.126164486,0.824561404,0.212121212,0.186237439,0.225863497,0.666666667,0.777857656,Bad
0,1,1,1,1,1,0.25,1,1,0,1,1,0.25,0,0.75,0.5,0.75,0.9,0.980969123,0.5,0,0,0,0,0,0,0.75,1,1,0.000396323,1,0,0.003010743,1,1,0.378922675,0.141079756,0.004018107,0.002535628,0.344980339,0.000599826,0.287881894,0.00825039,0.001826983,0.003031021,0.057536626,0.163936207,0.001449373,0.020847448,0.99912849,0.5,0.002207,0,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.738317757,Bad
0.4,1,1,1,1,0.25,0.25,1,1,0,1,0.6,1,0,0.5,0.5,1,1,0.924995955,0.5,1,0.4375,0.5,0.6,0.080822564,1,0,0,0,0.013761993,0.880153404,0.00349279,0.102566246,0.96963598,1,1,0.0145337,0.016274368,0.109387924,0.037712707,0.09548158,0.020174942,0.051507136,0.009317613,0.000699956,0.335599147,0.099964865,0.043861844,0.021501671,0.958119271,0.25,0.145298181,0.023812642,0.092168417,0.789473684,0.939393939,0.104182912,0.11294062,0.533333333,0,Bad
